rep,N,alpha,m0_target,m0_realized,z_init,tau_z,m_final,m_other_max,r_active,r_z,t_final,converged,closed_frac,time_since_last_switch,m_ungated,r_ungated,ungated_converged,t_ungated
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,0.1000000014901161,0.9091393351554872,0.0911165922880172,2.116999587823817e-06,1.37807290911951e-07,92.999999999999,1.0,0.509,50.09999999999865,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,0.3000000119209289,0.9165316224098206,0.0913458541035652,5.0406713845248346e-05,6.788591235817876e-06,92.999999999999,1.0,0.517,50.09999999999865,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,1.0,0.9019069075584412,0.0999111756682396,1.1947648688972535e-05,5.001770205126377e-06,226.9999999999914,1.0,0.502,50.09999999999715,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,3.0,0.8529165983200073,0.1254175156354904,2.338385684544901e-06,3.2350551464332966e-06,142.99999999999616,1.0,0.504,50.49999999999714,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,10.0,0.7510939836502075,0.1473443806171417,1.0255622567172326e-06,4.954541964252712e-06,142.99999999999616,1.0,0.517,50.39999999999715,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,30.0,0.5227016806602478,0.1968315988779068,1.0566735924428118e-06,0.0005322397919371,241.9999999999905,1.0,0.508,50.69999999999712,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,100.0,0.3016502559185028,0.2451491355895996,9.36234933694806e-07,0.0019818586297333,672.0000000000842,1.0,0.504,174.60000000003964,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,all_open,300.0,0.206931784749031,0.2772777080535888,1.319128204981331e-06,0.0019958016928285,1984.99999999929,1.0,0.51,108.89999999990096,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.3,0.5,0.4999999701976776,random,0.1000000014901161,0.5384379625320435,0.1497298032045364,6.355672155394582e-06,3.708184124207037e-07,186.9999999999937,1.0,0.502,50.09999999999715,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,0.3000000119209289,0.5447641611099243,0.1708785146474838,0.0004669718783682,6.820110866101459e-05,239.99999999999065,1.0,0.497,50.59999999999712,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,1.0,0.5771029591560364,0.1657505333423614,8.322620037249828e-07,3.616239325765491e-07,146.99999999999594,1.0,0.493,50.49999999999714,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,3.0,0.5754626393318176,0.1623280048370361,4.201746734595984e-06,6.784593551856233e-06,117.99999999999756,1.0,0.492,50.49999999999713,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,10.0,0.5517817735671997,0.1818618327379226,1.9326158677959e-06,5.360999057302252e-05,206.99999999999253,1.0,0.513,50.09999999999715,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,30.0,0.5213249325752258,0.1727446764707565,1.8979040392802783e-06,0.000189609490917,474.0000000000393,1.0,0.496,50.20000000001141,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,100.0,0.5020995736122131,0.1607982665300369,8.724260682828136e-07,0.0019913469441235,1374.999999999845,1.0,0.499,111.5999999998985,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,random,300.0,0.4504298269748688,0.1670256406068802,1.1337867038296652e-06,0.0019987057894468,3757.9999999976776,1.0,0.505,91.39999999991689,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,all_open,0.1000000014901161,0.5932013988494873,0.1631650328636169,1.0815473740517752e-06,7.474289986930671e-08,180.999999999994,1.0,0.483,50.09999999999715,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,all_open,0.3000000119209289,0.6502624750137329,0.1572645604610443,1.3238558817091096e-05,2.0595950900315074e-06,159.9999999999952,1.0,0.475,50.19999999999716,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
0,1000,0.3,0.5,0.4999999701976776,all_open,1.0,0.6845356822013855,0.1631571054458618,3.7292132745622784e-05,1.7068734450731426e-05,240.9999999999906,1.0,0.489,50.69999999999712,0.3175869584083557,1.4455143855229835e-06,1.0,902.0
